id,followers,retweets,likes,es_quote,es_retweet,rts_comments
1281660695168286720,2,29,0,0,1,0
1281790113505214464,13,29,0,0,1,0
1280629892829372416,11,22,0,0,1,0
1280231201677225984,302,8,0,0,1,0
1280193694650466304,74,28,0,0,1,0
1281658970474766336,237,188,0,0,1,0
1273315990277967872,333,4,18,0,0,0
1280484595755094016,162,7,0,0,1,0
1280332443036323840,3487,36,358,1,0,0
1281279101584551936,17,138,0,0,1,0
1283476708260294656,473,10,0,0,1,0
1280236330950295552,0,25,0,0,1,0
1280480165647310848,217,25,0,0,1,0
1280352526081163264,287,6,0,0,1,0
1281645879536033792,4,29,0,0,1,0
1280936398594486272,158,0,4,1,0,0
1280393231738568704,17,11,0,0,1,0
1281677371989467136,2,188,0,0,1,0
1281002986693693440,428,0,7,1,0,0
1280231248926048256,0,8,0,0,1,0
1280303372260827136,16,0,0,1,0,0
1280492419109146624,37,0,2,1,0,0
1282117538520993792,5,55,0,0,1,0
1282891589820592128,19,0,0,1,0,0
1280763098232651776,9,47,0,0,1,0
1280674297149902848,506,0,2,1,0,0
1280224656553893888,71,13,0,0,1,0
1281612734409388032,231,138,0,0,1,0
1282423763397742592,0,55,0,0,1,0
1280486570936750080,106,7,0,0,1,0
1280939165769662464,14,0,0,1,0,0
1280526607728496640,0,8,0,0,1,0
1281785074804051968,42,116,0,0,1,0
1280716312948465664,5,4,0,0,1,0
1281781854358642688,5,3,0,0,1,0
1281175261468405760,414,3,0,0,1,0
1280703538637811712,205,4,0,0,1,0
1280488642310475776,200,7,0,0,1,0
1281154218343219200,83,138,0,0,1,0
1280411751239081984,141,0,0,1,0,0
1281070177841528832,272,0,0,1,0,0
1280949610580791296,0,77,0,0,1,0
1282101031325900800,361,2,0,0,1,0
1281263573797408768,4,116,0,0,1,0
1280461274523066368,48,25,0,0,1,0
1282116325326884864,8,55,0,0,1,0
1280300848954986496,94,1,2,1,0,0
1280303980191666176,89,0,0,1,0,0
1280536374890893312,36,18,0,0,1,0
1280309735380733952,17,0,0,1,0,0
1280509175358009344,10,8,0,0,1,0
1280650958503055360,2,0,0,1,0,0
1280639852623642624,0,47,0,0,1,0
