id,followers,retweets,likes,es_quote,es_retweet,rts_comments
1280632995129540608,7169,1,0,0,0,0
1280876584157745152,679,25,0,0,1,0
1280665394341085184,2092,1,4,1,0,0
1280321989111164928,168,0,0,1,0,0
1280984023700049920,2422272,10,36,0,0,4
1281290721383854080,2223,2,1,0,0,0
1280999115476930560,626637,2,6,0,0,0
1281061958905548800,58,83,0,0,1,0
1280259146940592128,1469,0,1,1,0,0
1281258057188536320,315,0,0,1,0,0
1280911080869462016,445,66,0,0,1,0
1281338644431806464,850,15,0,0,1,0
1280737985324032000,361,77,0,0,1,0
1282031457972752384,361,188,0,0,1,0
1282053737809432576,1136,22,0,0,1,0
1280619047504273408,123,0,0,1,0,0
1281540380148797440,295,0,0,1,0,0
1281070607854157824,1291,138,0,0,1,0
1280236920442966016,310397,4,29,0,0,1
1280879400695795712,3499,0,5,1,0,0
1280626860855099392,1160,1,0,0,1,0
1268699970737242112,866,11,0,0,1,0
1280885917947920384,287,0,0,1,0,0
1281105500277440512,333,116,0,0,1,0
5125625398135750656,17443201,196,314,0,0,32
1280867069244866560,518,0,1,1,0,0
1282118927032647680,547,55,0,0,1,0
1281299892644782080,207,66,0,0,1,0
1280342893996249088,214,25,0,0,1,0
1282138822839545856,514,0,0,1,0,0
1281245876615290880,662,138,0,0,1,0
1282768510486228992,409,55,0,0,1,0
1280333435970543616,1514,0,1,1,0,0
1280984157733244928,2565,0,0,1,0,0
1280307517885734912,339,0,0,1,0,0
1281063132157353984,401,0,0,1,0,0
1280483667333337088,337,0,0,1,0,0
1280632470141050880,1076,0,3,1,0,0
1280955932655132672,915,41,0,0,1,0
1280919561852915712,91,0,0,1,0,0
1281016267277840384,123603,4,0,0,1,0
1280312493185826816,263,0,0,1,0,0
1281064103893704704,1963,0,0,1,0,0
1280867118968377344,873,26,0,0,1,0
1280676174830678016,365,77,0,0,1,0
1280544943254233088,120,0,0,1,0,0
1280626841540161536,911,6,0,0,1,0
1280520301802127360,222,0,0,1,0,0
1280917574641950720,121,246,0,0,1,0
1268861713417408512,237,11,0,0,1,0
1280299114413068288,6057,0,6,1,0,0
1280627653494681600,1931113,75,240,0,0,11
1280311201109508096,114,0,2,1,0,0
1280669056748654592,321,0,1,1,0,0
1281017091093671936,22,16,0,0,1,0
1280323837977124864,565,0,0,1,0,0
1281565489492307968,632,15,0,0,1,0
1280913286230208512,25659,1,0,0,0,0
1282124312225423360,430,47,0,0,1,0
2560441567528439808,1582558,17,102,0,0,23
1280303697185120256,389,1,0,1,0,0
1280630627696553984,1827,0,0,1,0,0
1280256618060558336,212,0,0,1,0,0
1280518112782188544,125,7,0,0,1,0
1281401571071451136,1270,15,0,0,1,0
1281048946182197248,3323,16,0,0,1,0
1280353673483345920,184,6,0,0,1,0
1281148285147852800,349,5,0,0,1,0
1280909951834247168,2105,66,0,0,1,0
1280924699589931008,208,26,0,0,1,0
1280497570419261440,2061,15,0,0,1,0
1280865394316673024,2512,5,0,0,1,0
1281087837111279616,55,11,0,0,1,0
1280870328223268864,5334,26,0,0,1,0
1281153601029787648,326,11,0,0,1,0
1281063094400278528,308,138,0,0,1,0
1280238441242996736,647,25,0,0,1,0
1280226522880774144,985,0,0,1,0,0
1280928721118126080,1303,66,0,0,1,0
1280353098469445632,205,0,2,1,0,0
1280239386031017984,7,6,0,0,1,0
1280241252588453888,7,25,0,0,1,0
1280910738140381184,236,0,1,1,0,0
1280509202608394240,1544,0,1,1,0,0
1280299466537525248,784,3,0,0,1,0
1280343200507576320,772,0,0,1,0,0
1280480351052333056,196,0,0,1,0,0
1280527248471339008,14,246,0,0,1,0
1281605623466033152,147,0,1,1,0,0
1280807987247034368,109,3,0,0,1,0
1280502820538667008,106,0,0,1,0,0
1281000463454867456,81,15,0,0,1,0
1280372721361223680,155,0,0,1,0,0
1280396929344684032,218,0,2,1,0,0
1280931845820100608,1189,3,0,0,1,0
1281040191155814400,12,46,0,0,1,0
1280321667735191552,591,0,2,1,0,0
1280235055827300352,2980,0,0,1,0,0
1280552598152581120,569,246,0,0,1,0
1280990789871468544,59,16,0,0,1,0
1268831918226898944,646,11,0,0,1,0
1282052324370853888,1276,1,2,1,0,0
1280983225133924352,663,16,0,0,1,0
1281636663870066688,2091,29,0,0,1,0
1280363788814950400,270,0,1,1,0,0
1280533239325757440,1360,0,0,1,0,0
1280536866606010368,22,0,0,1,0,2
1280973953100480512,3678,26,0,0,1,0
1280248273132019712,21293,8,0,0,1,0
1280601249944125440,165,0,0,1,0,0
1285211514580930560,277,0,0,1,0,0
1280473921486237696,699,0,0,1,0,0
1280350858027425792,152248,6,18,0,0,0
1280233708101013504,4227969,25,126,0,0,5
1280544007291121664,134,0,0,1,0,0
1280298491420585984,468,0,0,1,0,0
1282050668228866048,771318,22,0,0,1,0
5122316752727322624,3085274,49,223,0,0,28
1280401726466592768,36,0,0,1,0,0
1280352900682846208,565,0,0,1,0,0
1281079961915478016,174,11,0,0,1,0
1282053993548611584,4880,22,0,0,1,0
1280312914407239680,2713,25,0,0,1,0
1282058408150147072,298,22,0,0,1,0
1280329483334148096,202,0,1,1,0,0
1280187978250366976,561,0,1,1,0,0
1280478081644466176,5183,15,36,0,0,1
1280950140153536512,4932,0,0,1,0,0
1280321073737805824,908,0,0,1,0,0
1280314048693895168,341,8,34,1,0,0
1281065489565921280,104,13,0,0,1,0
1281000284005818368,427,15,0,0,1,0
1281793912634585088,18,188,0,0,1,0
1280187503526510592,20661,1,1,0,0,0
1280313314690678784,195,0,0,1,0,0
1280582201734828032,29,0,0,1,0,0
1280316275894386688,327,0,0,1,0,0
1280223715440111616,145,13,0,0,1,0
1280982909940371456,2311,16,0,0,1,0
1280985314341912576,245,16,0,0,1,0
1280641124936359936,104797,1,1,0,0,0
1281024019915919360,3728,1,2,1,0,0
1280852142903955456,25,0,0,1,0,0
1281145544157663232,332,5,0,0,1,0
1283194865245982720,5361,138,0,0,1,0
1280350498705551360,258,2,2,1,0,0
1280565723971141632,433,0,1,1,0,0
1281658614625820672,78,188,0,0,1,0
1282170303586676736,542,0,0,1,0,0
1281337866585542656,8480,15,0,0,1,0
1280828518872612864,163,75,0,0,1,0
1280623922338283520,1298,1,1,1,0,0
1281339231693144064,180,0,0,1,0,0
1280301802488020992,2454,0,1,1,0,0
1282106854060044288,795,0,0,1,0,0
1281353732027031552,97,15,0,0,1,0
1280601163495284736,824,0,2,1,0,0
1280874352796450816,1513,1,1,0,0,0
1280256554265124864,419,28,0,0,1,0
1280322112813772800,388,0,1,1,0,0
1281059478562111488,141,0,0,1,0,0
1282099948356620288,419949,2,6,0,0,2
1280898658054144000,112,66,0,0,1,0
1280223814035689472,36,28,0,0,1,0
1280300538186301440,120,0,6,1,0,0
1282023788188762112,481,0,1,1,0,0
1280300686383763456,9246,1,29,1,0,0
1280537390034141184,130,8,0,0,1,0
1280341355630395392,27072,1,0,0,0,0
1281086846181822464,484,11,0,0,1,0
1281705821605367808,164,77,0,0,1,0
1280896302457532416,38,0,0,1,0,0
1280937998427860992,18,1,0,0,1,0
1280943226355101696,639,15,0,0,1,0
1281240870864457728,300,138,0,0,1,0
1281354296932667392,266,15,0,0,1,0
1281307970098417664,3879,41,0,0,1,0
1281014816392560640,291,0,0,1,0,0
1280536676541124608,68,246,0,0,1,0
1281702250252062720,17,2,0,0,1,0
1280649518254620672,317561,3,11,0,0,7
1280291575398985728,79264,3,12,0,0,3
1281021881668288512,820,0,0,1,0,0
1280322061865533440,4352,0,1,1,0,0
1280309071065894912,573,0,1,1,0,0
1280599367536250880,821,0,1,1,0,0
1280551465187258368,18,246,0,0,1,0
1280933779750690816,1582,3,0,0,1,0
1280712818061443072,171,77,0,0,1,0
1281069380399435776,45,13,0,0,1,0
1280272549012811776,1075,1,5,1,0,0
1280303892551602176,1347,0,1,1,0,0
1282380342758985728,83,29,0,0,1,0
1280988518974701568,148,10,0,0,1,0
1281007966922162176,296,0,0,1,0,0
1281343029824180224,113,15,0,0,1,0
1280298849920331776,1333,0,4,1,0,0
1282110494661316608,205,0,0,1,0,0
1280909616822525952,133,66,0,0,1,0
1280500220644790272,412,10,0,0,1,0
1280721516066308096,115,5,0,0,1,0
1281095030564892672,724,13,0,0,1,0
1281000866435260416,3359,15,0,0,1,0
1280847531656859648,4618,41,0,0,1,0
1280851629885943808,1493441,26,88,0,0,3
1280850559617163264,1618,41,0,0,1,0
1280350365511233536,5557,0,12,1,0,0
1280617956297277440,19655,3,3,0,0,1
1280792077408915456,457,0,0,1,0,0
1280317035944136704,239,0,0,1,0,0
1280418057349980160,695,0,0,1,0,0
1280545710253969408,1492,0,1,1,0,0
1280299877558255616,299,0,2,1,0,0
1280696313156378624,441,0,0,1,0,0
1282312688501227520,2764,1,1,0,0,0
1280837349329469440,4977,1,1,1,0,0
1280299256444837888,18080,1,2,0,0,0
1280898910081503232,770064,116,807,0,0,42
1280650219202523136,45,3,0,0,1,0
1280651458342522880,444,4,0,0,1,0
1281087598618869760,127456,0,24,1,0,0
1280486490427076608,510,0,0,1,0,0
1280739581868912640,632,0,2,1,0,0
1280631699945242624,810,0,5,1,0,0
1282125162926743552,390,0,0,1,0,0
1280949957860765696,228,11,0,0,1,0
1280840132703248384,2112,0,0,1,0,0
1280915524365488128,21,66,0,0,1,0
1280539832687656960,237,18,0,0,1,0
1281054574095327232,55,16,0,0,1,0
1280552792604717056,67,6,0,0,1,0
1282106633993289728,636,0,0,1,0,0
1281118061752471552,105,116,0,0,1,0
1280310397703241728,65,0,1,1,0,0
1281795353877110784,584,4,0,0,1,0
1280252353149644800,173,6,0,0,1,0
1280340701587353600,1789,24,0,0,1,0
1281001919201382400,209,0,0,1,0,0
1281220961547833344,371,116,0,0,1,0
1280553448652656640,1563,1,3,0,0,0
1280549916343971840,624,4,6,0,0,0
1280333499837317120,2733,0,3,1,0,0
1281236811122180096,449,138,0,0,1,0
1280995355396620288,248,0,1,1,0,0
1281284099676819456,343,116,0,0,1,0
1280695457270956032,406,0,0,1,0,0
1280628631061045248,1228,0,1,1,0,0
1280298892026949632,199,0,0,1,0,0
1281020781556883456,114,46,0,0,1,0
1280431877036429312,263,0,0,1,0,0
1280715717667631104,122,0,0,1,0,0
1281163215699881984,15525,1,0,0,1,0
1280192549131620352,1238,0,0,1,0,0
1281037049827647488,717,0,2,1,0,0
2561515821019627520,210770,92,232,0,0,8
1280354419029299200,1315,0,0,1,0,0
1281649647602135040,3184,29,0,0,1,0
1280947421187538944,52,6,0,0,1,0
1280299034872332288,734,0,2,1,0,0
1281324945516236800,115399,3,5,0,0,1
1280985346327674880,42599,1,2,0,0,0
1280985806031773696,4400,1,0,0,1,0
1280999412806881280,4131,2,0,0,1,0
1281171359339630592,4131,3,0,0,1,0
1281000148861161472,402,0,0,1,0,0
1283509872420704256,460,10,0,0,1,0
1280711602594070528,130,3,0,0,1,0
1280739029986824192,1709,0,6,1,0,0
1280223676214976512,1095,0,0,1,0,0
1281592930436882432,149,29,0,0,1,0
1280620148571938816,7,22,0,0,1,0
1280611432124624896,43,10,0,0,1,0
1280499488164061184,169,0,0,1,0,0
1281145603519647744,860,5,0,0,1,0
1281018533036666880,47,2,0,0,1,0
1281025147084955648,190,10,0,0,1,0
1280320660624027648,141606,1,4,0,0,0
1280184893943709696,388,0,0,1,0,0
1281013769603252224,342,15,0,0,1,0
1280867426897289216,310,26,0,0,1,0
1280892433119707136,1848,1,0,0,1,0
1280211594320936960,102,28,0,0,1,0
1280231991242305536,337,0,0,1,0,0
1280383399933415424,172,0,1,1,0,0
1280961744584806400,236,2,0,0,1,0
1281051681841692672,30,83,0,0,1,0
1280519394871906304,331,0,1,1,0,0
1280713219611529216,31598,5,6,0,0,0
1281079407734517760,478,116,0,0,1,0
1280887848128983040,570,75,0,0,1,0
1281130264983302144,522,16,0,0,1,0
1280674023014350848,190,1,0,0,1,0
1281116257882976256,735,13,0,0,1,0
1280936812454739968,367,0,0,1,0,0
1281635235122339840,3361,29,0,0,1,0
1280569039614545920,1236,0,2,1,0,0
1280608044758507520,444,0,0,1,0,0
1280231342907764736,166,0,0,1,0,0
1280631449222295552,206,0,0,1,0,0
1280326828138418176,9280,4,44,1,0,1
1280688353382412288,244,12,0,0,1,0
1281021995543560192,1180,46,0,0,1,0
1280713032885248000,265,0,0,1,0,0
1281022926377156608,2369,46,0,0,1,0
1281679405149040640,105,188,0,0,1,0
1280527134377771008,153,0,0,1,0,0
1280538269374128128,3311,0,1,1,0,0
1280853975571599360,383,4,0,0,1,0
1281316159183339520,346,138,0,0,1,0
1281393207960625152,2888,15,0,0,1,0
1280948299319726080,16,26,0,0,1,0
1280607677383655424,130,22,0,0,1,0
1282155436188278784,4434,1,0,0,1,0
1285082626467008512,25832,4,198,0,0,4
1280982998649917440,546,16,0,0,1,0
1280720863080439808,990,1,0,0,1,0
1280720840770883584,990,1,1,0,0,0
1285303304810049536,770,4,0,0,1,0
1280303080249135104,442272,150,1814,1,0,17
1282093168834547712,279,188,0,0,1,0
1285147431391420416,578,0,0,1,0,0
1280473087952261120,44,25,0,0,1,0
1280334611449552896,211,0,1,1,0,0
1280629473042477056,90,47,0,0,1,0
1280240409034309632,942,0,1,1,0,0
1280329074410389504,289,0,0,1,0,0
1281099401574977536,35,116,0,0,1,0
1280690213665341440,275,0,0,1,0,0
1281244860998180864,307,13,0,0,1,0
1280321830981697536,2097,24,0,0,1,0
1280728366686101504,298,2,0,0,1,0
1281100163562569728,1949,7,0,0,1,0
1280984771133349888,1489,10,0,0,1,0
1280993534628237312,1489,4,0,0,1,0
1280584955400278016,115,0,0,1,0,0
1281048212783144960,74,83,0,0,1,0
1281023016676229120,314,46,0,0,1,0
1280299286308229120,556,0,1,1,0,0
1280501850404511744,218,10,0,0,1,0
1283337569195962368,307,10,0,0,1,0
1280693454247469056,264,12,0,0,1,0
1280310697721761792,85,0,1,1,0,0
1280701833443520512,973,0,1,1,0,0
1281132407509434368,19,66,0,0,1,0
1280684298534879232,382,12,0,0,1,0
1280302943170936832,839,0,1,1,0,0
1280300396716662784,735,0,1,1,0,0
1280225925544783872,532,0,6,1,0,0
1280310602322153472,25630,1,14,0,0,1
1280910574419927040,352,0,4,1,0,0
1281219760508866560,325,5,0,0,1,0
1281146897890193408,475,5,0,0,1,0
1280925096551624704,217,0,5,1,0,0
1280629279068491776,409,1,13,1,0,0
1280529978908717056,86,10,0,0,1,0
1280952011266174976,603,4,0,0,1,0
1280307290323722240,676,0,0,1,0,0
1280336349233664000,608,0,2,1,0,0
1281648630659719168,1072,29,0,0,1,0
1280914775002750976,243,66,0,0,1,0
1281049668848357376,524,4,0,0,1,0
1280629546119815168,2423,0,7,1,0,0
1280251109106483200,597,0,0,1,0,0
1280856882647883776,1642,15,0,0,1,0
1280321605760057344,12566,24,0,0,1,0
1280630362197168128,415,0,2,1,0,0
1280640271127130112,2831,6,0,0,1,0
1280500460756045824,277,0,0,1,0,0
1281046760568369152,644,15,0,0,1,0
1280824160139214848,25,2,0,0,1,0
1280533485040668672,967,0,0,1,0,0
1281041380140294144,386,83,0,0,1,0
1280547962494562304,4669,0,43,1,0,0
1282117168247840768,17,0,0,1,0,0
1281412235303292928,198,15,0,0,1,0
1280349077084033024,171,0,0,1,0,0
1280555754840342528,540,10,0,0,1,0
1281122050703331328,54,46,0,0,1,0
1280601169635815424,1075,0,1,1,0,0
1281040768749182976,176,0,0,1,0,0
1280604389967880192,353,22,0,0,1,0
1280630925525757952,537,0,2,1,0,0
1280636897761595392,497,1,0,1,0,0
1280876359066271744,832,41,0,0,1,0
1281098502521720832,1965,7,0,0,1,0
1282149248671395840,262,0,2,1,0,0
1280307060257718272,267,0,1,1,0,0
1280230227663376384,485,0,0,1,0,0
1280628991255289856,110,3,0,0,1,0
1280202562474573824,160,28,0,0,1,0
1280687516056801280,580,0,3,1,0,0
1281357466698219520,207,12,0,0,1,0
1282275446407798784,606,55,0,0,1,0
1280298409237393408,25444,73,1006,1,0,4
1281025335367274496,36,10,0,0,1,0
1280300026984611840,617,0,1,1,0,0
1280312715274326016,461,0,1,1,0,0
1280576910255370240,1031,4,0,0,1,0
1281019492131274752,2060,1,8,1,0,0
1280878808703414272,699,75,0,0,1,0
1281038393581768704,38,83,0,0,1,0
1280231468602740736,1999,0,2,1,0,0
1280655514335133696,262,11,0,0,1,0
1280308604831174656,2121,2,2,1,0,0
1280413262333566976,209,0,0,1,0,0
1280231321353293824,169,6,0,0,1,0
1280251182380994560,346,2,1,1,0,0
1281343371534045184,150,15,0,0,1,0
1281758452021329920,57,188,0,0,1,0
1280508656820330496,1225,8,0,0,1,0
1280910130893279232,653,41,0,0,1,0
1281065423279206400,341,0,8,1,0,0
1280244464888528896,10367,4,53,0,0,0
1280889661511086080,354,5,0,0,1,0
1280619518621036544,120,3,0,0,1,0
1280540841921183744,3947,25,0,0,1,0
1280927507676639232,1248,0,20,1,0,0
1281258676989374464,6,116,0,0,1,0
1281191331084111872,100,3,0,0,1,0
1280281687763693568,305,8,0,0,1,0
1282051013369888768,149,0,0,1,0,0
1281007319661318144,161,66,0,0,1,0
1281406452792356864,446,1,0,1,0,0
1280747263778795520,1843,1,3,0,0,0
1280189362731462656,414,0,0,1,0,0
1281048256634642432,27,16,0,0,1,0
1280300146954248192,981,0,0,1,0,0
1282858611107074048,238,47,0,0,1,0
1281010089646833664,805,0,1,1,0,0
1280622969899945984,2253,0,2,1,0,0
1281045585093636096,2753,0,2,1,0,0
1280627898743951360,485,0,2,1,0,0
1280662518978019328,1686,246,0,0,1,0
1280979796349136896,163,41,0,0,1,0
1280849992241029120,25262,1,1,0,0,0
1280331125995573248,201,1,0,0,1,0
1280862825716559872,197,15,0,0,1,0
1281089765589188608,23,138,0,0,1,0
2560542260394418176,840753,37,140,0,0,6
1280535866105102336,552,18,0,0,1,0
1280852542058975232,734,1,0,0,1,0
2561074549964562432,46,0,0,2,0,0
1281012716434530304,754,46,0,0,1,0
1280920931469230080,252,41,0,0,1,0
1280541554281775104,14,18,0,0,1,0
1280517268158513152,51,0,0,1,0,0
1280687783401709568,119,12,0,0,1,0
1280696400137924608,63,12,0,0,1,0
1280914035517657088,317,0,1,1,0,0
1280794854289821696,222,75,0,0,1,0
1280553813091463168,2086,0,0,1,0,0
1280343397405003776,452,0,0,1,0,0
1281187334797643776,1146,11,0,0,1,0
1280901942420680704,1955,1,0,0,1,0
1280324525369016320,2487,1,0,0,1,0
1280569115179192320,33,10,0,0,1,0
1280320660619829248,14330,1,3,0,0,2
1280898142859337728,249,0,9,1,0,0
1281247099632451584,322,138,0,0,1,0
1281069475723382784,58,46,0,0,1,0
1280889867430436864,18,15,0,0,1,0
1280828671926951936,1273,41,0,0,1,0
1281647603768127488,2568,4,0,0,1,0
1280220305219301376,70,11,0,0,1,0
1280192355434405888,1059,28,0,0,1,0
1280336109780729856,94,0,0,1,0,0
1280343657682477056,161,0,0,1,0,0
1280635050090999808,386,6,0,0,1,0
1280311192955654144,1027,0,1,1,0,0
1280294097337618432,571,3,0,0,1,0
1280335637795782656,179,0,0,1,0,0
1281087813790957568,636,46,0,0,1,0
1281047394482884608,93,16,0,0,1,0
1281688019137961984,611,0,0,1,0,0
1281715899293208576,260,29,0,0,1,0
1280491827863400448,692,0,1,1,0,0
1280898903122915328,791,26,0,0,1,0
1280332981404667904,22700,5,75,1,0,0
1283163873059774464,121,1,0,1,0,0
1280309975148101632,556,0,5,1,0,0
1280948533479309312,433,11,0,0,1,0
1280619385892331520,1268,0,1,1,0,0
1280626682618155008,925,47,0,0,1,0
1280305412122828800,458,0,1,1,0,0
1282548438043897856,253,188,0,0,1,0
1281003247520681984,426,15,0,0,1,0
1280984651889287168,6474,0,5,1,0,0
1280364370468503552,617,0,2,1,0,0
1280330076593291264,164,0,0,1,0,0
1280444587086155776,6548,0,3,1,0,0
1280232092769619968,488,8,0,0,1,0
1282020202905956352,7694,1,6,0,0,1
1281647211898494976,3969,29,0,0,1,0
1280303702767816704,616,0,1,1,0,0
1281450217158529024,1321,1,0,0,1,0
1280790247484383232,237,75,0,0,1,0
1280527080384614400,115,18,0,0,1,0
1280224795599220736,670,0,4,1,0,0
1281364229359099904,1000,15,0,0,1,0
1280248283714269184,3437,4,0,0,1,0
